Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Shipping_Mode
ORD02440,2024-08-01,CUST1246,Customer 1619,Ahmedabad,Gujarat,West,Sports,Tennis Racket,1,4266,10,3839.4,764.89,Net Banking,Same Day
ORD02441,2024-02-02,CUST6919,Customer 4325,Mumbai,Maharashtra,South,Electronics,Laptop,1,4438,20,3550.4,909.69,Cash,Standard
ORD02442,2024-05-02,CUST4079,Customer 403,Kolkata,West Bengal,West,Clothing,Jeans,5,1353,20,5412.0,1376.14,Debit Card,Same Day
ORD02443,2024-10-13,CUST2366,Customer 2939,Hyderabad,Telangana,East,Electronics,Smart Watch,5,2494,0,12470.0,2714.2,Cash,Standard
ORD02444,2024-05-10,CUST6529,Customer 3810,Ahmedabad,Gujarat,North,Electronics,Smart Watch,5,4695,10,21127.5,3264.1,Credit Card,Standard
ORD02445,2024-04-28,CUST9543,Customer 4733,Mumbai,Maharashtra,North,Home & Kitchen,Cookware,5,4887,15,20769.75,5570.82,Cash,Express
ORD02446,2024-09-30,CUST2230,Customer 2196,Delhi,Delhi,West,Sports,Tennis Racket,1,1132,15,962.2,143.26,Cash,Standard
ORD02447,2024-11-05,CUST2752,Customer 1684,Bengaluru,Karnataka,South,Sports,Football,3,3889,0,11667.0,3184.32,Debit Card,Standard
ORD02448,2024-08-10,CUST2122,Customer 3831,Kolkata,West Bengal,North,Sports,Cricket Bat,5,3264,0,16320.0,4791.96,UPI,Same Day
ORD02449,2024-02-11,CUST2738,Customer 4190,Pune,Maharashtra,South,Sports,Cricket Bat,3,3207,15,8177.85,2436.14,Net Banking,Express
ORD02450,2024-04-25,CUST9923,Customer 4288,Chennai,Tamil Nadu,North,Sports,Yoga Mat,3,2946,20,7070.4,931.09,Cash,Standard
ORD02451,2024-05-10,CUST5540,Customer 4873,Kolkata,West Bengal,North,Clothing,Jacket,4,4859,0,19436.0,4659.57,Net Banking,Standard
ORD02452,2024-01-31,CUST9549,Customer 568,Ahmedabad,Gujarat,West,Electronics,Smartphone,3,1305,20,3132.0,393.78,Debit Card,Standard
ORD02453,2024-05-06,CUST7278,Customer 3607,Delhi,Delhi,East,Home & Kitchen,Microwave,1,3726,15,3167.1,709.23,Net Banking,Standard
ORD02454,2024-01-12,CUST5910,Customer 3818,Pune,Maharashtra,East,Sports,Tennis Racket,4,4681,10,16851.6,1095.06,Credit Card,Express
ORD02455,2024-01-30,CUST2932,Customer 1197,Pune,Maharashtra,South,Sports,Cricket Bat,2,4377,0,8754.0,946.09,Debit Card,Express
ORD02456,2024-07-12,CUST1018,Customer 2653,Chennai,Tamil Nadu,North,Clothing,T-Shirt,3,3714,20,8913.6,977.63,UPI,Same Day
ORD02457,2024-07-05,CUST1294,Customer 579,Kolkata,West Bengal,North,Clothing,T-Shirt,5,3261,20,13044.0,1189.53,Net Banking,Express
ORD02458,2024-09-12,CUST7343,Customer 2932,Mumbai,Maharashtra,West,Sports,Cricket Bat,4,394,5,1497.2,441.73,Credit Card,Express
ORD02459,2024-09-28,CUST3171,Customer 3295,Hyderabad,Telangana,South,Electronics,Smartphone,5,2060,5,9785.0,1248.24,Cash,Standard
ORD02460,2024-12-16,CUST2672,Customer 4351,Delhi,Delhi,West,Clothing,Shoes,5,3128,5,14858.0,882.64,Net Banking,Standard
ORD02461,2024-05-10,CUST9044,Customer 111,Delhi,Delhi,West,Clothing,Jacket,2,3474,15,5905.8,498.3,Credit Card,Same Day
ORD02462,2024-02-04,CUST1047,Customer 1769,Mumbai,Maharashtra,East,Clothing,T-Shirt,5,4859,10,21865.5,4839.9,Debit Card,Express
ORD02463,2024-02-25,CUST7164,Customer 4327,Chennai,Tamil Nadu,South,Home & Kitchen,Vacuum Cleaner,3,3615,15,9218.25,909.95,Credit Card,Express
ORD02464,2024-07-10,CUST8068,Customer 1679,Kolkata,West Bengal,South,Electronics,Headphones,2,952,5,1808.8,326.75,UPI,Same Day
ORD02465,2024-08-18,CUST5544,Customer 4684,Hyderabad,Telangana,West,Clothing,Jacket,1,4882,5,4637.9,1152.16,UPI,Same Day
ORD02466,2024-01-23,CUST4305,Customer 1722,Delhi,Delhi,East,Clothing,Jeans,4,2716,15,9234.4,2134.47,UPI,Standard
ORD02467,2024-04-23,CUST5715,Customer 1532,Chennai,Tamil Nadu,North,Home & Kitchen,Microwave,5,659,20,2636.0,714.28,Net Banking,Same Day
ORD02468,2024-05-02,CUST2712,Customer 516,Hyderabad,Telangana,West,Furniture,Sofa,2,2730,0,5460.0,693.77,Credit Card,Standard
ORD02469,2024-07-06,CUST5578,Customer 2715,Kolkata,West Bengal,North,Sports,Tennis Racket,3,1259,20,3021.6,302.36,Net Banking,Same Day
ORD02470,2024-08-01,CUST2420,Customer 4593,Kolkata,West Bengal,North,Clothing,Jacket,4,2000,0,8000.0,1506.53,UPI,Same Day
ORD02471,2024-12-06,CUST1058,Customer 1887,Delhi,Delhi,South,Furniture,Table,2,393,10,707.4,170.12,Net Banking,Standard
ORD02472,2024-03-21,CUST1335,Customer 225,Pune,Maharashtra,East,Furniture,Chair,5,1075,20,4300.0,510.83,Debit Card,Express
ORD02473,2024-12-16,CUST1310,Customer 2569,Delhi,Delhi,North,Home & Kitchen,Microwave,3,4157,10,11223.9,2111.13,Cash,Same Day
ORD02474,2024-06-23,CUST6910,Customer 577,Bengaluru,Karnataka,North,Electronics,Headphones,3,1197,0,3591.0,579.91,UPI,Express
ORD02475,2024-01-20,CUST9028,Customer 562,Kolkata,West Bengal,South,Sports,Tennis Racket,1,4668,20,3734.4,598.01,Credit Card,Same Day
ORD02476,2024-07-13,CUST6155,Customer 2253,Delhi,Delhi,West,Electronics,Smartphone,1,3981,15,3383.85,1005.21,Debit Card,Standard
ORD02477,2024-04-02,CUST2677,Customer 3667,Ahmedabad,Gujarat,North,Electronics,Smartphone,4,4050,15,13770.0,1402.4,Debit Card,Standard
ORD02478,2024-09-22,CUST5587,Customer 3714,Hyderabad,Telangana,West,Furniture,Table,2,1806,20,2889.6,603.75,Net Banking,Standard
ORD02479,2024-01-01,CUST8051,Customer 2992,Kolkata,West Bengal,West,Furniture,Sofa,3,1551,20,3722.4,485.66,Cash,Express
ORD02480,2024-10-12,CUST1797,Customer 2504,Mumbai,Maharashtra,South,Sports,Tennis Racket,4,2105,15,7157.0,517.49,Net Banking,Express
ORD02481,2024-02-09,CUST8102,Customer 4469,Ahmedabad,Gujarat,West,Clothing,Shoes,1,988,15,839.8,125.18,Credit Card,Express
ORD02482,2024-11-24,CUST9985,Customer 962,Bengaluru,Karnataka,South,Clothing,Shoes,1,2151,10,1935.9,331.61,Net Banking,Express
ORD02483,2024-07-20,CUST7243,Customer 3470,Bengaluru,Karnataka,South,Clothing,Jacket,3,1768,0,5304.0,523.72,Net Banking,Express
ORD02484,2024-07-05,CUST5208,Customer 4469,Delhi,Delhi,East,Sports,Tennis Racket,3,3772,15,9618.6,850.63,UPI,Same Day
ORD02485,2024-08-22,CUST3302,Customer 2634,Hyderabad,Telangana,West,Clothing,Shoes,1,3931,20,3144.8,732.9,Credit Card,Express
ORD02486,2024-12-11,CUST5516,Customer 1119,Hyderabad,Telangana,South,Clothing,Shoes,3,4951,20,11882.4,3467.96,Credit Card,Standard
ORD02487,2024-12-08,CUST6324,Customer 4065,Pune,Maharashtra,North,Home & Kitchen,Cookware,5,2544,10,11448.0,3388.95,Cash,Standard
ORD02488,2024-05-20,CUST4098,Customer 3387,Bengaluru,Karnataka,North,Clothing,Shoes,5,1418,15,6026.5,1284.94,UPI,Standard
ORD02489,2024-04-12,CUST4162,Customer 2753,Chennai,Tamil Nadu,South,Furniture,Wardrobe,1,3139,20,2511.2,154.78,Credit Card,Express
ORD02490,2024-03-27,CUST3653,Customer 3251,Mumbai,Maharashtra,South,Clothing,Jeans,3,2933,10,7919.1,2174.77,UPI,Same Day
ORD02491,2024-11-20,CUST5138,Customer 3269,Chennai,Tamil Nadu,East,Home & Kitchen,Mixer,2,320,20,512.0,31.77,Debit Card,Standard
ORD02492,2024-04-19,CUST7594,Customer 2415,Delhi,Delhi,East,Clothing,Jeans,5,1377,5,6540.75,776.27,Credit Card,Same Day
ORD02493,2024-01-11,CUST1650,Customer 3007,Ahmedabad,Gujarat,North,Furniture,Chair,5,2880,5,13680.0,1454.41,Net Banking,Standard
ORD02494,2024-03-10,CUST5724,Customer 4122,Ahmedabad,Gujarat,West,Furniture,Sofa,2,321,15,545.7,60.42,UPI,Standard
ORD02495,2024-04-04,CUST3168,Customer 4222,Bengaluru,Karnataka,North,Clothing,Jacket,2,1929,15,3279.3,454.18,Net Banking,Standard
ORD02496,2024-12-05,CUST4207,Customer 707,Delhi,Delhi,North,Sports,Football,3,2629,10,7098.3,516.33,Debit Card,Standard
ORD02497,2024-04-05,CUST2918,Customer 1266,Hyderabad,Telangana,East,Electronics,Laptop,2,4821,10,8677.8,2457.87,Debit Card,Same Day
ORD02498,2024-06-19,CUST1862,Customer 4036,Kolkata,West Bengal,West,Electronics,Smart Watch,1,1615,0,1615.0,418.72,Net Banking,Express
ORD02499,2024-01-27,CUST4557,Customer 4539,Hyderabad,Telangana,West,Electronics,Smartphone,2,2191,5,4162.9,1209.71,Debit Card,Standard
ORD02500,2024-12-28,CUST8735,Customer 592,Mumbai,Maharashtra,West,Clothing,Jeans,4,4951,15,16833.4,4857.52,Debit Card,Standard
ORD02501,2024-09-06,CUST7011,Customer 2437,Delhi,Delhi,West,Furniture,Chair,2,1568,5,2979.2,274.82,Net Banking,Same Day
ORD02502,2024-07-09,CUST5680,Customer 1854,Chennai,Tamil Nadu,West,Clothing,Shoes,1,611,15,519.35,29.54,Cash,Express
ORD02503,2024-05-05,CUST7408,Customer 7,Pune,Maharashtra,North,Sports,Football,2,2237,10,4026.6,1159.26,Debit Card,Same Day
ORD02504,2024-12-10,CUST6047,Customer 26,Pune,Maharashtra,West,Clothing,Shoes,4,4441,5,16875.8,2357.54,Credit Card,Express
ORD02505,2024-12-29,CUST4584,Customer 3810,Chennai,Tamil Nadu,East,Home & Kitchen,Microwave,2,844,20,1350.4,96.1,Cash,Same Day
ORD02506,2024-09-04,CUST7010,Customer 3485,Mumbai,Maharashtra,South,Electronics,Headphones,5,2270,0,11350.0,1023.07,Credit Card,Same Day
ORD02507,2024-06-08,CUST5895,Customer 2365,Delhi,Delhi,North,Electronics,Smartphone,3,4509,10,12174.3,3060.6,Cash,Same Day
ORD02508,2024-05-04,CUST1205,Customer 3487,Kolkata,West Bengal,South,Furniture,Chair,2,1560,0,3120.0,750.79,Credit Card,Express
ORD02509,2024-06-06,CUST7934,Customer 3229,Delhi,Delhi,North,Sports,Yoga Mat,5,2071,20,8284.0,1105.25,Credit Card,Same Day
ORD02510,2024-09-10,CUST1601,Customer 2360,Hyderabad,Telangana,West,Furniture,Chair,1,1625,15,1381.25,300.46,Net Banking,Express
ORD02511,2024-04-23,CUST7141,Customer 3081,Bengaluru,Karnataka,East,Electronics,Headphones,3,1317,20,3160.8,579.32,Cash,Express
ORD02512,2024-02-13,CUST5380,Customer 3710,Hyderabad,Telangana,West,Electronics,Smartphone,2,2135,15,3629.5,400.14,Debit Card,Express
ORD02513,2024-06-03,CUST4493,Customer 3973,Mumbai,Maharashtra,North,Electronics,Smart Watch,5,2383,5,11319.25,731.9,Net Banking,Express
ORD02514,2024-02-15,CUST4119,Customer 3704,Mumbai,Maharashtra,West,Furniture,Wardrobe,5,1862,10,8379.0,794.54,Debit Card,Same Day
ORD02515,2024-10-08,CUST5823,Customer 3518,Chennai,Tamil Nadu,North,Electronics,Headphones,2,2851,20,4561.6,1046.04,Net Banking,Same Day
ORD02516,2024-07-16,CUST9422,Customer 2500,Pune,Maharashtra,South,Home & Kitchen,Vacuum Cleaner,3,3185,0,9555.0,2007.07,Net Banking,Standard
ORD02517,2024-03-24,CUST8964,Customer 2084,Hyderabad,Telangana,East,Furniture,Chair,1,3911,20,3128.8,717.41,Debit Card,Express
ORD02518,2024-03-13,CUST1122,Customer 957,Hyderabad,Telangana,North,Furniture,Table,3,1102,5,3140.7,573.68,Debit Card,Express
ORD02519,2024-08-30,CUST3204,Customer 872,Delhi,Delhi,North,Electronics,Smartphone,1,4721,10,4248.9,816.35,UPI,Express
ORD02520,2024-05-15,CUST4097,Customer 3079,Kolkata,West Bengal,East,Clothing,Shoes,4,2391,10,8607.6,1200.88,Debit Card,Same Day
ORD02521,2024-03-15,CUST9433,Customer 1713,Pune,Maharashtra,East,Electronics,Laptop,3,458,0,1374.0,252.11,Debit Card,Same Day
ORD02522,2024-10-22,CUST2821,Customer 1817,Hyderabad,Telangana,East,Furniture,Wardrobe,4,3311,5,12581.8,3022.07,Cash,Standard
ORD02523,2024-01-07,CUST7263,Customer 2435,Hyderabad,Telangana,South,Furniture,Sofa,1,802,15,681.7,110.36,UPI,Same Day
ORD02524,2024-12-23,CUST9704,Customer 990,Chennai,Tamil Nadu,North,Furniture,Table,1,4860,15,4131.0,1063.73,Credit Card,Standard
ORD02525,2024-03-22,CUST3184,Customer 2163,Bengaluru,Karnataka,West,Furniture,Table,1,4285,5,4070.75,661.38,Net Banking,Standard
ORD02526,2024-01-26,CUST3340,Customer 1258,Mumbai,Maharashtra,East,Electronics,Smart Watch,3,4983,15,12706.65,666.23,Credit Card,Express
ORD02527,2024-12-06,CUST2745,Customer 970,Kolkata,West Bengal,East,Furniture,Chair,2,2624,15,4460.8,940.22,Net Banking,Standard
ORD02528,2024-01-15,CUST2345,Customer 2042,Pune,Maharashtra,East,Furniture,Table,5,2588,10,11646.0,2156.12,Debit Card,Standard
ORD02529,2024-01-22,CUST6832,Customer 4160,Pune,Maharashtra,West,Home & Kitchen,Cookware,5,1734,0,8670.0,1908.59,Credit Card,Same Day
ORD02530,2024-10-31,CUST6067,Customer 4803,Ahmedabad,Gujarat,North,Sports,Cricket Bat,2,2983,0,5966.0,411.98,Credit Card,Same Day
ORD02531,2024-09-11,CUST6099,Customer 2355,Ahmedabad,Gujarat,West,Home & Kitchen,Cookware,4,4505,20,14416.0,3616.28,Cash,Express
ORD02532,2024-12-05,CUST5987,Customer 3422,Hyderabad,Telangana,North,Home & Kitchen,Mixer,3,3462,5,9866.7,2351.58,Net Banking,Express
ORD02533,2024-01-28,CUST6437,Customer 4086,Pune,Maharashtra,South,Sports,Tennis Racket,2,3872,0,7744.0,1757.6,Credit Card,Express
ORD02534,2024-09-14,CUST5358,Customer 121,Ahmedabad,Gujarat,West,Furniture,Wardrobe,4,2582,0,10328.0,959.27,Net Banking,Standard
ORD02535,2024-01-05,CUST7778,Customer 345,Ahmedabad,Gujarat,South,Home & Kitchen,Mixer,1,4501,10,4050.9,1008.05,Cash,Same Day
ORD02536,2024-07-16,CUST3900,Customer 776,Ahmedabad,Gujarat,East,Home & Kitchen,Cookware,3,2322,15,5921.1,358.13,Cash,Express
ORD02537,2024-12-29,CUST9062,Customer 3288,Kolkata,West Bengal,East,Furniture,Wardrobe,4,4978,5,18916.4,5152.17,Net Banking,Express
ORD02538,2024-09-30,CUST5127,Customer 3735,Bengaluru,Karnataka,North,Sports,Tennis Racket,5,943,10,4243.5,680.03,Cash,Express
ORD02539,2024-10-01,CUST6142,Customer 2949,Delhi,Delhi,South,Sports,Football,5,1764,15,7497.0,2055.64,Credit Card,Standard
ORD02540,2024-02-17,CUST4343,Customer 3502,Pune,Maharashtra,East,Home & Kitchen,Cookware,3,3878,20,9307.2,2302.82,Cash,Same Day
ORD02541,2024-12-25,CUST1080,Customer 3621,Ahmedabad,Gujarat,South,Electronics,Smart Watch,5,1120,20,4480.0,594.88,Net Banking,Express
ORD02542,2024-02-13,CUST6209,Customer 4059,Bengaluru,Karnataka,East,Sports,Tennis Racket,1,2443,10,2198.7,369.14,Credit Card,Express
ORD02543,2024-02-01,CUST6605,Customer 2988,Pune,Maharashtra,West,Sports,Tennis Racket,2,1956,5,3716.4,943.01,Debit Card,Same Day
ORD02544,2024-12-22,CUST1684,Customer 3269,Chennai,Tamil Nadu,South,Furniture,Wardrobe,2,1764,10,3175.2,166.94,Debit Card,Same Day
ORD02545,2024-04-10,CUST6108,Customer 2575,Chennai,Tamil Nadu,West,Electronics,Smartphone,1,4807,0,4807.0,299.55,Credit Card,Express
ORD02546,2024-06-02,CUST3492,Customer 2390,Pune,Maharashtra,North,Sports,Football,3,210,0,630.0,49.3,Credit Card,Express
ORD02547,2024-07-14,CUST4597,Customer 461,Hyderabad,Telangana,South,Furniture,Chair,5,1682,5,7989.5,1565.73,UPI,Standard
ORD02548,2024-11-14,CUST6068,Customer 3946,Mumbai,Maharashtra,North,Sports,Football,4,3297,0,13188.0,1090.72,Credit Card,Express
ORD02549,2024-11-02,CUST2896,Customer 4687,Kolkata,West Bengal,North,Electronics,Headphones,2,4454,5,8462.6,849.67,Credit Card,Express
ORD02550,2024-11-12,CUST3955,Customer 2025,Kolkata,West Bengal,West,Sports,Yoga Mat,3,4104,20,9849.6,2791.35,Debit Card,Standard
ORD02551,2024-04-13,CUST1243,Customer 2415,Bengaluru,Karnataka,North,Sports,Football,2,4545,10,8181.0,2364.79,Credit Card,Same Day
ORD02552,2024-04-11,CUST6824,Customer 3906,Delhi,Delhi,East,Electronics,Headphones,1,1372,0,1372.0,379.0,Net Banking,Same Day
ORD02553,2024-06-29,CUST3702,Customer 3166,Pune,Maharashtra,West,Home & Kitchen,Vacuum Cleaner,5,817,20,3268.0,494.03,Debit Card,Same Day
ORD02554,2024-12-09,CUST8589,Customer 3407,Bengaluru,Karnataka,East,Electronics,Headphones,4,1607,5,6106.6,1584.5,Net Banking,Standard
ORD02555,2024-04-03,CUST7003,Customer 1265,Mumbai,Maharashtra,North,Sports,Cricket Bat,5,334,15,1419.5,316.11,Net Banking,Standard
ORD02556,2024-03-20,CUST7814,Customer 1892,Mumbai,Maharashtra,North,Home & Kitchen,Cookware,4,430,20,1376.0,183.49,Credit Card,Standard
ORD02557,2024-02-17,CUST9580,Customer 3405,Chennai,Tamil Nadu,East,Electronics,Headphones,1,2974,10,2676.6,339.98,UPI,Same Day
ORD02558,2024-02-28,CUST2463,Customer 1908,Kolkata,West Bengal,South,Home & Kitchen,Mixer,5,4236,5,20121.0,3599.85,Credit Card,Express
ORD02559,2024-05-21,CUST1989,Customer 4580,Pune,Maharashtra,South,Furniture,Chair,5,381,0,1905.0,366.65,UPI,Same Day
ORD02560,2024-12-29,CUST7596,Customer 4682,Mumbai,Maharashtra,West,Clothing,T-Shirt,3,4530,20,10872.0,2760.11,Net Banking,Standard
ORD02561,2024-01-10,CUST5646,Customer 3751,Pune,Maharashtra,East,Clothing,Jacket,5,4753,10,21388.5,3785.41,UPI,Standard
ORD02562,2024-04-30,CUST7768,Customer 316,Mumbai,Maharashtra,South,Electronics,Laptop,3,2711,10,7319.7,1986.68,Debit Card,Standard
ORD02563,2024-08-09,CUST7520,Customer 2052,Kolkata,West Bengal,South,Home & Kitchen,Microwave,1,4942,10,4447.8,1245.58,Net Banking,Standard
ORD02564,2024-07-16,CUST3545,Customer 3486,Delhi,Delhi,North,Sports,Tennis Racket,3,4389,0,13167.0,1785.83,Credit Card,Express
ORD02565,2024-12-17,CUST5805,Customer 2373,Hyderabad,Telangana,West,Electronics,Headphones,1,744,0,744.0,158.15,Cash,Express
ORD02566,2024-01-24,CUST1414,Customer 851,Mumbai,Maharashtra,South,Sports,Yoga Mat,2,2143,0,4286.0,1087.81,Credit Card,Standard
ORD02567,2024-02-28,CUST9725,Customer 4461,Bengaluru,Karnataka,East,Home & Kitchen,Mixer,1,941,15,799.85,153.88,Net Banking,Express
ORD02568,2024-05-10,CUST9573,Customer 3297,Delhi,Delhi,East,Home & Kitchen,Vacuum Cleaner,1,3795,5,3605.25,515.14,Net Banking,Express
ORD02569,2024-08-07,CUST7630,Customer 4817,Kolkata,West Bengal,West,Clothing,T-Shirt,1,3857,0,3857.0,235.04,Cash,Express
ORD02570,2024-07-29,CUST8695,Customer 3752,Mumbai,Maharashtra,East,Electronics,Smart Watch,3,3321,20,7970.4,686.18,Debit Card,Express
ORD02571,2024-02-27,CUST6481,Customer 3500,Bengaluru,Karnataka,West,Furniture,Chair,5,3181,5,15109.75,830.21,Credit Card,Standard
ORD02572,2024-06-29,CUST7327,Customer 3159,Hyderabad,Telangana,North,Electronics,Laptop,3,4518,5,12876.3,3700.92,Cash,Express
ORD02573,2024-03-17,CUST3727,Customer 2902,Pune,Maharashtra,East,Sports,Yoga Mat,4,4611,5,17521.8,5224.36,Net Banking,Same Day
ORD02574,2024-12-10,CUST4480,Customer 1742,Kolkata,West Bengal,South,Electronics,Smart Watch,1,3177,20,2541.6,560.76,Credit Card,Express
ORD02575,2024-08-21,CUST2963,Customer 4571,Pune,Maharashtra,East,Furniture,Table,2,2976,15,5059.2,456.62,Credit Card,Same Day
ORD02576,2024-04-18,CUST1963,Customer 2861,Kolkata,West Bengal,East,Sports,Football,4,3047,15,10359.8,1657.78,Net Banking,Standard
ORD02577,2024-06-07,CUST1794,Customer 1625,Kolkata,West Bengal,West,Home & Kitchen,Vacuum Cleaner,2,4513,20,7220.8,1795.91,Cash,Standard
ORD02578,2024-12-20,CUST4907,Customer 4700,Delhi,Delhi,South,Clothing,T-Shirt,2,3699,20,5918.4,357.56,UPI,Express
ORD02579,2024-03-27,CUST2904,Customer 1651,Mumbai,Maharashtra,West,Sports,Football,3,4860,5,13851.0,3765.27,Cash,Standard
ORD02580,2024-05-16,CUST6758,Customer 2922,Hyderabad,Telangana,South,Sports,Tennis Racket,2,3032,20,4851.2,1125.14,Net Banking,Same Day
ORD02581,2024-05-18,CUST3642,Customer 3712,Pune,Maharashtra,North,Electronics,Smart Watch,4,4114,20,13164.8,1289.0,Debit Card,Same Day
ORD02582,2024-02-01,CUST4160,Customer 3274,Delhi,Delhi,East,Electronics,Smart Watch,4,1928,5,7326.4,845.03,Credit Card,Standard
ORD02583,2024-06-30,CUST3818,Customer 469,Hyderabad,Telangana,South,Sports,Yoga Mat,1,314,5,298.3,81.09,Credit Card,Express
ORD02584,2024-07-08,CUST7844,Customer 604,Delhi,Delhi,West,Home & Kitchen,Mixer,3,3903,0,11709.0,1436.4,Net Banking,Express
ORD02585,2024-08-10,CUST6780,Customer 4594,Pune,Maharashtra,North,Furniture,Wardrobe,3,2954,15,7532.7,595.44,UPI,Same Day
ORD02586,2024-05-03,CUST7457,Customer 3257,Pune,Maharashtra,East,Home & Kitchen,Mixer,2,715,15,1215.5,106.7,UPI,Same Day
ORD02587,2024-01-30,CUST3006,Customer 2600,Mumbai,Maharashtra,North,Sports,Tennis Racket,5,2550,10,11475.0,3267.19,UPI,Express
ORD02588,2024-03-29,CUST8181,Customer 45,Pune,Maharashtra,South,Home & Kitchen,Cookware,5,447,0,2235.0,328.89,Net Banking,Express
ORD02589,2024-03-27,CUST7223,Customer 4324,Chennai,Tamil Nadu,East,Sports,Yoga Mat,4,2715,20,8688.0,1129.64,Credit Card,Express
ORD02590,2024-09-23,CUST6026,Customer 2843,Ahmedabad,Gujarat,North,Home & Kitchen,Mixer,1,2014,5,1913.3,374.94,Debit Card,Same Day
ORD02591,2024-06-21,CUST5642,Customer 2964,Ahmedabad,Gujarat,West,Electronics,Smartphone,5,4721,10,21244.5,5959.13,UPI,Same Day
ORD02592,2024-08-03,CUST1048,Customer 2511,Hyderabad,Telangana,South,Electronics,Smartphone,4,1543,15,5246.2,1162.7,Credit Card,Same Day
ORD02593,2024-06-09,CUST1175,Customer 3161,Ahmedabad,Gujarat,East,Sports,Tennis Racket,3,833,20,1999.2,337.32,UPI,Same Day
ORD02594,2024-09-09,CUST9540,Customer 637,Chennai,Tamil Nadu,East,Electronics,Smart Watch,3,4027,5,11476.95,1830.48,Net Banking,Same Day
ORD02595,2024-12-13,CUST2203,Customer 983,Kolkata,West Bengal,South,Home & Kitchen,Cookware,2,1404,5,2667.6,316.0,Cash,Express
ORD02596,2024-11-30,CUST3234,Customer 164,Chennai,Tamil Nadu,West,Electronics,Smart Watch,3,2800,5,7980.0,490.71,Debit Card,Standard
ORD02597,2024-06-13,CUST8039,Customer 1464,Chennai,Tamil Nadu,South,Sports,Tennis Racket,2,2858,20,4572.8,992.46,Debit Card,Same Day
ORD02598,2024-02-27,CUST1712,Customer 3656,Mumbai,Maharashtra,East,Home & Kitchen,Cookware,5,4544,15,19312.0,4470.11,UPI,Express
ORD02599,2024-10-10,CUST8973,Customer 593,Hyderabad,Telangana,South,Electronics,Laptop,1,3848,20,3078.4,788.14,Credit Card,Standard
ORD02600,2024-03-30,CUST3253,Customer 3643,Delhi,Delhi,West,Clothing,T-Shirt,4,226,20,723.2,109.52,Debit Card,Same Day
ORD02601,2024-04-20,CUST8084,Customer 908,Mumbai,Maharashtra,West,Home & Kitchen,Cookware,2,1286,15,2186.2,377.79,Debit Card,Standard
ORD02602,2024-01-06,CUST8078,Customer 1289,Hyderabad,Telangana,South,Home & Kitchen,Mixer,3,3328,0,9984.0,1066.41,Cash,Standard
ORD02603,2024-01-26,CUST3944,Customer 3875,Chennai,Tamil Nadu,North,Clothing,Jeans,3,4176,20,10022.4,1685.21,UPI,Same Day
ORD02604,2024-07-28,CUST6724,Customer 818,Mumbai,Maharashtra,South,Sports,Football,2,503,15,855.1,185.47,Credit Card,Standard
ORD02605,2024-01-13,CUST9561,Customer 4198,Hyderabad,Telangana,West,Clothing,Jacket,4,2735,5,10393.0,3054.2,UPI,Express
ORD02606,2024-04-24,CUST3769,Customer 2988,Delhi,Delhi,West,Sports,Yoga Mat,3,2228,10,6015.6,1719.91,Net Banking,Express
ORD02607,2024-02-13,CUST4296,Customer 3314,Chennai,Tamil Nadu,North,Furniture,Table,4,1348,20,4313.6,318.23,UPI,Standard
ORD02608,2024-06-13,CUST7726,Customer 4023,Bengaluru,Karnataka,North,Home & Kitchen,Cookware,4,4044,5,15367.2,2011.62,Debit Card,Standard
ORD02609,2024-01-22,CUST1656,Customer 161,Ahmedabad,Gujarat,North,Home & Kitchen,Vacuum Cleaner,1,3756,0,3756.0,519.71,Net Banking,Standard
ORD02610,2024-03-22,CUST2236,Customer 4912,Chennai,Tamil Nadu,West,Sports,Tennis Racket,2,1156,15,1965.2,238.63,Cash,Express
ORD02611,2024-01-13,CUST4584,Customer 3734,Pune,Maharashtra,North,Clothing,T-Shirt,5,845,10,3802.5,1110.29,UPI,Express
ORD02612,2024-02-02,CUST5735,Customer 100,Mumbai,Maharashtra,North,Sports,Yoga Mat,2,587,10,1056.6,62.7,Credit Card,Standard
ORD02613,2024-11-10,CUST1034,Customer 2167,Ahmedabad,Gujarat,East,Home & Kitchen,Cookware,4,2577,15,8761.8,1669.99,Net Banking,Standard
ORD02614,2024-09-23,CUST2586,Customer 3659,Delhi,Delhi,East,Clothing,T-Shirt,4,3376,5,12828.8,2905.17,UPI,Standard
ORD02615,2024-02-25,CUST3970,Customer 4909,Hyderabad,Telangana,East,Furniture,Sofa,3,2009,15,5122.95,338.94,Credit Card,Same Day
ORD02616,2024-02-18,CUST1626,Customer 2812,Chennai,Tamil Nadu,East,Sports,Yoga Mat,4,811,20,2595.2,419.34,Debit Card,Same Day
ORD02617,2024-08-03,CUST9421,Customer 3493,Kolkata,West Bengal,North,Electronics,Headphones,3,3767,20,9040.8,1105.84,Cash,Standard
ORD02618,2024-05-03,CUST2462,Customer 1992,Kolkata,West Bengal,North,Electronics,Smart Watch,3,532,10,1436.4,343.96,UPI,Same Day
ORD02619,2024-11-07,CUST3518,Customer 3668,Mumbai,Maharashtra,West,Clothing,Shoes,2,429,10,772.2,200.85,UPI,Express
